203964A1	0	you should have left it up	19	44
203965A0	1	If Google had set up a service for such patient support groups and somehow induced some doctors to be available	0	110
203966A0	1	If you	1	6
203967A0	1	If the sale were held today	0	26
203968A0	0	He may have had his own brain removed and bronzed as act of self-worship	0	71
203968A1	0	it may even now be buried, forgotten, under a pile of old golf magazines in a Trump Tower closet	74	169
203969A0	0	was Notre-Dame for me	53	73
203969A1	0	had a particular answer	92	114
203969A2	0	if you had asked me before the event	10	45
203970A0	0	was not then permitted under the constitution	202	246
203970A1	0	had served in the government of Manuel Zelaya	3	47
203971A0	1	had the media really been liberal	75	107
203972A0	1	if Apple had started with the 7.9-inch form factor and expanded up	72	137
203973A0	0	to sell more shares--even in the mid-to-high teens	54	105
203973A1	0	had sufficient cash to weather the storm and eventually better control their fate	124	204
203973A2	0	If they had carried through with their original plans to sell more shares--even in the mid-to-high teens --	0	108
203974A0	1	if he had been nicer and more respectful to Trump	131	183
203975A0	1	Had gawkers, cabin owners, and loggers been within the blast zone	0	64
203976A0	1	If he had asked me how	1	22
203978A0	1	if the cash value of food stamps were accounted for	13	63
203979A0	1	if I had sex with a person who disrespected me that much	12	67
203980A0	0	should have been	14	29
203980A1	0	The sentence should have been	1	29
203980A2	0	to clear up the confusion but heaping on more	119	163
203981A0	1	If you wanted a big company with a great dividend whose future looks rock solid, 30 years ago	0	92
203982A0	1	if it weren't for the help she gets from her church and family	30	91
203983A0	0	should have been enough to greatly limit or stop the surgery	50	109
203983A1	0	were completed by the early 2000s and should have been enough to greatly limit or stop the surgery	12	109
203983A2	0	The studies were completed by the early 2000s and should have been enough to greatly limit or stop the surgery	0	109
203984A0	0	George Bush was elected President	118	150
203984A1	0	had he performed just slightly better in 1998	31	75
203985A0	0	Flake was still in the race	118	144
203985A1	0	had they joined in while Flake was still in the race	93	144
203985A2	0	Several less, ah, exotic Republicans also hadn't previously ruled out bids of their own	0	86
203986A0	0	had the situation not attracted such attention from the news media	105	170
203986A1	0	But other aides privately said that Mr. Trump, while annoyed at Mr. Flynn	0	72
203987A0	0	if the accumulated voting results we're now faced with	95	148
203987A1	0	If the campaign discourse had avoided the foul and stuck with legitimate criticisms	0	82
203988A0	1	it could have been had Merck's Zocor, a similar statin, not lost U.S.	65	133
203989A0	1	They should have never been sent to custody	1	43
203990A0	0	if there hadn't been these warnings from the agencies	185	237
203990A1	0	even if there hadn't been these warnings from the agencies	180	237
203990A2	0	I can say after what the ratings agencies did is that a bit of pressure is not unwelcome	49	136
203991A0	1	Had it gone bankrupt	0	19
203992A0	1	If you were a speculator	1	24
203993A0	0	with Research Associates	230	253
203993A1	0	that's the nature of this hit- driven business	151	196
203993A2	0	If Lions Gate had not had a really disappointing streak at the box office a few months ago	1	90
203995A0	0	Had I known	0	10
203995A1	0	by the way, was not painful	152	178
203995A2	0	it is not what I expected it to be.	240	275
203995A3	0	I was 15 and a half) the kind of touch I needed to get an orgasm	61	124
203995A4	0	he was 17 and I was 15 and a half) the kind of touch I needed to get an orgasm	47	124
203996A0	0	wish in retrospect	74	91
203996A1	0	that review was done	42	61
203996A2	0	I was the editor of PC World at the time that review was done	1	61
203997A0	1	if Kavanaugh had conversations with attorneys at Kasowitz Benson Torres	13	83
203998A0	0	That shouldn't have been	0	23
203998A1	0	should think a hypnotherapist who let me be terrified over years has any justification	37	122
203998A2	0	no one should think a hypnotherapist who let me be terrified over years has any justification	30	122
203999A0	0	with standardized testing	126	150
203999A1	0	if enough kids opt out of the tests	4	38
203999A2	0	we've had ENOUGH already with standardized testing	101	150
204000A0	1	if Dimon left because the vote had not gone his way	248	298
204001A0	1	with midterm turnout	168	187
204002A0	0	if she had been home	222	241
204002A1	0	she was charged for her insulin during her 18 hour stay at St. Luke's Hospital	14	91
204003A0	1	blood was made	180	193
204004A0	1	Had they not elevated Clinton in the first place, putting him in ads, using him as an example of the kind of 'good Democrat' that Obama definitively is not	0	154
204005A0	1	if Mr. Obama had done this	64	90
204006A0	0	if it wasn't for Victim In Pain	92	122
204006A1	0	I had an Agnostic Front Cause for Alarm tape	25	68
204007A0	1	had the government not stepped in	56	88
204008A0	1	If someone with a crystal ball six months ago had revealed that in late October the race	109	196
204009A0	1	If you had put a pound into the UK market as a whole in 1955	0	59
204010A0	0	Mr. Porter was denied a final security clearance	160	207
204010A1	0	If you had agreed to any of our previous requests for information on these matters	1	82
204011A0	1	If I had just asked you before this podcast which of the two companies we just talked about is the staple and which is the discretionary	0	135
204012A0	1	if he has any left at all	118	142
204013A0	1	if it could have done an advertising deal with YouTube, because in the MySpace deal, Google is protected on the downside	37	156
204014A0	0	progress was quicker	18	37
204014A1	0	wish that progress was quicker	8	37
204014A2	0	I just wish that progress was quicker	1	37
204015A0	1	if the government had allowed GM and Chrysler to collapse	25	81
204016A0	1	Had swine flu turned into a real pandemic	0	40
204017A0	0	If we had played games during the transition	2	45
204017A1	0	if, for example, I had refused to weigh in on TARP, which we knew was politically radioactive, prior to my being sworn in	49	169
204018A0	1	if Lehman had not collapsed	91	117
204019A0	1	if not for our inability to do so	58	90
204020A0	0	with little to no effort	201	224
204020A1	0	had known about Grandville's work when I taught courses on animal behavior and cognitive ethology	9	105
204020A2	0	wish I had known about Grandville's work when I taught courses on animal behavior and cognitive ethology, because	2	114
204021A0	0	had they known how to open up and talk to each other	257	308
204021A1	0	Had my mother come from a home that encouraged speaking about grief and sharing pain	0	83
204022A0	1	if it never happened	141	160
204023A0	0	they otherwise should have been	140	170
204023A1	0	than they otherwise should have been	135	170
204023A2	0	five percentage points higher than they otherwise should have been	105	170
204023A3	0	were five percentage points higher than they otherwise should have been	100	170
204023A4	0	the World Banks old poverty-reduction figures from 1990-2011 were five percentage points higher than they otherwise should have been	39	170
204023A5	0	that the World Banks old poverty-reduction figures from 1990-2011 were five percentage points higher than they otherwise should have been	34	170
204023A6	0	suggest that the World Banks old poverty-reduction figures from 1990-2011 were five percentage points higher than they otherwise should have been	26	170
204024A0	0	with these swaps	13	28
204024A1	0	if not for a $123 billion federal rescue	71	110
204025A0	1	if both Bernanke and Yellen had communicated more externally, with the public and Congress	71	160
204026A0	0	if I left the house	14	32
204026A1	0	if I did leave before which made him believe	114	157
204027A0	0	was coming next	54	68
204027A1	0	If I didn't have that	0	20
204028A0	1	If your stock investments had grown at just 5.6% annually over the past 25 years	0	79
204029A0	1	were it not for undocumented immigrants	93	131
204030A0	0	if you had invested exclusively with boutique firms over this period	19	86
204030A1	0	if you focused on value-orientated US small-cap strategies or emerging markets-which would have been nice	156	262
204031A0	0	If they hadn't	0	13
204031A1	0	for the crying.	72	86
204033A0	0	with Mr.	48	55
204033A1	0	had he known that he would recuse himself	173	213
204034A0	0	his lobbyists were paid by Ukrainian oligarchs backing Mr. Yanukovych	191	259
204034A1	0	without ever revealing to the senators that his lobbyists were paid by Ukrainian oligarchs backing Mr. Yanukovych	147	259
204035A0	1	had reached the age of thirty-four	210	243
204036A0	1	if it had followed a simple equity-bond global index strategy	67	127
204037A0	1	wish people would read or listen to my words on the Border Wall	3	65
204038A0	0	I was first prescribed	81	102
204038A1	0	wish I knew then, when I was first prescribed, what I know now	58	119
204038A2	0	I only wish I knew then, when I was first prescribed, what I know now	51	119
204039A0	0	with Keystone XL in his hands	50	78
204039A1	0	with Keystone XL in the works	149	177
204039A2	0	Had he not made public commitments to climate change with Keystone XL in the works	96	177
204039A3	0	Obama should never have brought up climate change with Keystone XL in his hands-by pierre9045	0	92
204040A0	1	But Mr. Holmstead and other experts noted that blocking the mercury rule, which never happened	1	94
204041A0	0	if they had both become law	73	99
204041A1	0	The Democratic-controlled Assembly previously had passed both bills	0	66
204042A0	0	with self	53	61
204042A1	0	If I had got 99 percent more votes I	139	174
204043A0	1	If the bank had an equity value	0	30
204044A0	1	if raw dividend payouts were the only thing income investors cared about	4	75
204045A0	1	if I hadn't previously worked at the Center for Genetics and Society	14	81
204046A0	1	if he'd ever had a chance	67	91
204047A0	0	they didn't.	51	62
204047A1	0	if they had both kinds	23	44
204048A0	1	she had expected Mr. Manafort's penalty to fall below the sentencing guidelines	57	135
204049A0	1	if we were sitting here in May of 2007 debating how we could have an electable democratic nominee who would even put a place like Indiana on the map	5	152
204050A0	0	every mango was fully ripe	33	58
204050A1	0	wish the world was perfect and every mango was fully ripe	2	58
204051A0	0	with income reinvested	44	65
204051A1	0	If Â£500 had risen in line with that index	0	41
204052A0	1	If the study had measured TV watching, academic performance and other outcomes at the same point in time	0	103
204053A0	0	if Carey hadn't been on the ballot	55	88
204053A1	0	McDaniel had led the incumbent in the first round	0	48
204054A0	1	If it hadn't worked as an evolutionary tactic	180	224
204055A0	1	if the company had spent 30% on SG&A.	81	117
204056A0	1	If we had Obamacare when his father was washing dishes in 1957	0	61
204057A0	1	if Mr Barak, and other mainstream Israeli politicians, had considered the issue in this light a bit earlier	41	147
204058A0	1	if I had spied on her and monitored all of her actions 24/7	55	113
204059A0	1	if we'd voted to stay	83	103
204060A0	1	had it been enacted	84	102
204061A0	0	If that wasn't bizarre enough	0	28
204061A1	0	without any review or vetting by CIA analysts	116	160
204061A2	0	if it hadn't led to the grounding of a dozen airline flights to the U.S.	209	280
204062A0	1	the effort collapsed two signatures short of the number needed..	150	213
204063A0	0	If such taxes are levied	0	23
204063A1	0	without the current laws	371	394
204064A0	0	had I been	95	104
204064A1	0	I was not aware of	71	88
204065A0	0	if ICC had jurisdiction	162	184
204065A1	0	any crimes against humanity had been committed	111	156
204065A2	0	should have all seeing eyes that can detect trouble across the world	221	288
204065A3	0	in some people's eyes the ICC should have all seeing eyes that can detect trouble across the world	191	288
204065A4	0	her office had started a preliminary examination into whether any crimes against humanity had been committed and if ICC had jurisdiction	49	184
204065A5	0	Court Prosecutor Fatou Bensouda had earlier said her office had started a preliminary examination into whether any crimes against humanity had been committed and if ICC had jurisdiction	0	184
204066A0	1	If such studies existed	0	22
204067A0	1	they had been more careful	211	236
204068A0	0	If Barr had ever been held accountable for his actions in the past	0	65
204068A1	0	if he had ever faced scrutiny or social sanction for his work on the Iran-contra cover-up	69	157
204070A0	0	his criticism was	44	60
204070A1	0	he was whining about a 13-point gap between Dems and Republicans in a poll showing the public option ahead by 17 points	109	227
204070A2	0	if he'd paid attention to the simple fact that he was whining about a 13-point gap between Dems and Republicans in a poll showing the public option ahead by 17 points	62	227
204071A0	1	if I knew the guy I was dating had that many women	65	114
204072A0	1	If Mr. Cohen or others paid to silence Ms. Clifford primarily out of fear that a public airing of her story	0	106
204073A0	1	you were attorney general	31	55
204074A0	0	had Mr Hodgkinsons victims been armed	49	85
204074A1	0	they were catching fly-balls or warming up on deck	91	140
204074A2	0	were as quick to argue that, had Mr Hodgkinsons victims been armed, as they were catching fly-balls or warming up on deck	20	140
204075A0	0	with the courts and judicial reforms	46	81
204075A1	0	were there not so much else to be done that is both important and urgent	106	177
204076A0	0	If Boehner had allowed the passage of immigration reform	0	55
204076A1	0	at least he would have had a substantial accomplishment to his credit	140	208
204076A2	0	at least he would have had a substantial accomplishment to his credit.	140	209
204077A0	1	if the Daraprim price hike had happened on his watch	55	106
204078A0	1	if asserted in court	96	115
204079A0	1	if Thursday sales were added in	4	34
204080A0	1	If only it were so simple.	0	25
204081A0	1	if I would have grown up in Phoenix	10	44
204082A0	1	if we did it thoughtfully and spent a lot of time on it	58	112
204083A0	1	had you not been intentionally trying to unearth the next small-cap winner	67	140
204084A0	0	the attack was underway	108	130
204084A1	0	If a mysterious high-tech ultrasound weapon were used	0	52
204086A0	1	if currency fluctuations were excluded	144	181
204087A0	1	If she had endometrial disease	0	29
204088A0	1	If we saw home sales this strong without the subprime story going on	1	68
204089A0	0	I should have gone by myself	12	39
204089A1	0	Hindsight...I should have gone by myself	0	39
204090A0	0	with them	89	97
204090A1	0	if I had more kids	29	46
204091A0	1	If he'd briefed his caucus on the tactic days ahead of the vote	0	62
204092A0	1	If you had asked me this even two years ago	1	43
204093A0	0	if he wanted to be close to the ring	56	91
204093A1	0	should have sat on the floor if he wanted to be close to the ring	27	91
204093A2	0	Trump should have sat on the floor if he wanted to be close to the ring	21	91
204093A3	0	thought Trump should have sat on the floor if he wanted to be close to the ring	13	91
204093A4	0	he thought Trump should have sat on the floor if he wanted to be close to the ring	10	91
204093A5	0	said he thought Trump should have sat on the floor if he wanted to be close to the ring	5	91
204094A0	1	Had we wanted to	135	150
204095A0	1	If you	0	5
204096A0	1	if assessed several months after trying	131	169
204097A0	1	IF THE financial markets had cast all the votes	0	46
204098A0	1	Had the therapist been nonjudgmental and able to share the woman's experience	0	76
204100A0	0	if he'd won	181	191
204100A1	0	With the benefit of hindsight	0	28
204101A0	0	if he could have cast half a vote for policy and half a vote against the funding	86	165
204101A1	0	if he could have cast half a vote for policy and half a vote against the funding, he	86	169
204102A0	0	it was	45	50
204102A1	0	if they'd all been willing to put the work in	91	135
204103A0	0	no such test was done	211	231
204103A1	0	no such test was done.	211	232
204103A2	0	Scott's scent was excluded from the items given to the dogs to sniff	102	169
204103A3	0	Had the dog-handling team followed protocol and conducted a missing member test to demonstrate that Scott's scent was excluded from the items given to the dogs to sniff	0	169
204104A0	1	they were taking journeys, and indeed making choices about their lives	16	85
204105A0	1	If there were no demand for commercial sex	80	121
204107A0	1	Chen had called the offer of up to $100 million for the larger class neither fair nor adequate	0	93
204108A0	1	without the swap deal	77	97
204109A0	1	Without an equivalence deal for Swiss exchanges	0	46
204110A0	1	If I knew then what I know now	1	30
204111A0	0	with the situation	113	130
204111A1	0	wished to see more progress than we have	15	54
204112A0	1	if we weren't married	98	118
204113A0	0	we weren't permitted to do that	43	73
204113A1	0	we weren't permitted to do that.	43	74
204113A2	0	wish we were able to buy T-Mobile	4	36
204113A3	0	We wish we were able to buy T-Mobile	1	36
204114A0	1	if Apple pursued this kind of acquisition for this price	53	108
204115A0	1	if they had only been given a chance	108	143
204116A0	0	I don't	90	96
204116A1	0	wish I worked for a charity so that I could invest based on clinical impact alone	3	83
204117A0	1	if the cash element was met with borrowings	124	166
204118A0	1	If the rich paid the same state and local tax rate as the middle class	0	69
204119A0	1	if this roadway had built in wireless charging platforms that would allow electric vehicles unlimited driving distances	8	126
204120A0	1	had you been in your traditional work world	143	185
204121A0	1	had I endorsed Frau Schiller's epistemology	60	102
204122A0	1	Had the court ruled the other way	0	32
204123A0	0	the system working at its best	5	34
204123A1	0	Were the system working at its best	0	34
204123A2	0	should be able to borrow from northern ones and pass on the cheap rates to their customers	61	150
204124A0	0	it had done in the past	147	169
204124A1	0	things were going to be when China got in the game	211	260
204124A2	0	that they were nothing more than what it had done in the past, and devote most of his time to how bad things were going to be when China got in the game	109	260
204124A3	0	had Sasse not gone on to call Russia's actions in 2016 clumsy, insist that they were nothing more than what it had done in the past, and devote most of his time to how bad things were going to be when China got in the game	37	260
204125A0	1	Had Mr Obama stopped there, instead of droning on for another quarter-hour	0	73
204126A0	0	my Big Sister was here to tell me what to do or how to help our family	30	99
204126A1	0	just wish my Big Sister was here to tell me what to do or how to help our family	20	99
204126A2	0	so alone and just wish my Big Sister was here to tell me what to do or how to help our family	7	99
204126A3	0	feel so alone and just wish my Big Sister was here to tell me what to do or how to help our family	2	99
204127A0	1	If you called me yesterday and said, 'Here is what they were going to do; what do you think?', I	1	96
204128A0	1	if the Kerry swift boaters had made the argument Arends is making	4	68
204129A0	1	if the foetus could have been saved if the mother had gone to hospital when she first felt its movements change	47	157
204131A0	0	if associated with some issue (i.e.	101	135
204131A1	0	only if associated with some issue (i.e.	96	135
204131A2	0	if it was something like You may be a neurotic empath	262	315
204132A0	0	unfortunately wasn't the case for me	154	189
204132A1	0	if i only had met the Right Good Woman from the very beginning which unfortunately wasn't the case for me	85	189
204133A0	0	these ads straight out of Israel's anguished i d were so infuriating	50	116
204133A1	0	with an ad of my own, out of the corresponding part of American Jewry's i d.	135	209
204133A2	0	If I were trying to get across to Mrs Landver why these ads straight out of Israel's anguished i d were so infuriating	0	116
204134A0	0	the Republican on the ticket was the state's longtime senator, John McCain	109	182
204134A1	0	if not for the fact that the Republican on the ticket was the state's longtime senator, John McCain	84	182
204135A0	1	If not for Justices Clarence Thomas, Neil Gorsuch and Samuel Alito's decision to dissent publicly from twin denials in Andersen v Planned Parenthood and Gee v Planned Parenthood-cases out of Kansas and Louisiana, respectively-few	0	228
204136A0	1	if the dictator were still alive	300	331
204137A0	0	if it finds no technical breach of competition law as though a massive technical breach had occurred	50	149
204137A1	0	even if it finds no technical breach of competition law as though a massive technical breach had occurred	45	149
204138A0	1	if he had never become president	97	128
204139A0	1	If Under Armour truly had pricing power because of a stronger branding influence	0	79
204140A0	0	was a mistake	126	138
204140A1	0	If the ECB were independent and free of political constraints	1	61
204141A0	1	unless another company comes in and wipes any trace of Aetna from existence and completely replaces it	97	198
204142A0	1	it wouldn't sell well in a primary.	75	109
204143A0	1	If Harkonen, its former CEO, had still been with the company	0	59
204144A0	1	if funding cuts had not been made to the National Institutes of Health (NIH)	13	88
204145A0	1	If you'd have asked me if I thought that was even possible	0	57
204146A0	1	if the average investor contributed just $100 per month over the 30-year period with an average return of 3.66%	28	138
204147A0	0	without them	121	132
204147A1	0	we shouldn't have Rey on Star Wars	78	111
204147A2	0	shouldn't have gotten Commander Michael Burnham on Star Trek	3	62
204148A0	1	Had this been used last year	0	27
204149A0	1	if the businesses had been separate during the most recent round of capital raising	72	154
204150A0	1	if he failed to calm	157	176
204151A0	1	if Hayward was working for him	116	145
204152A0	1	if I'd found him	37	52
204153A0	1	had the spouse not behaved that way	120	154
204154A0	0	our marriage wasn't that bad	70	97
204154A1	0	if my ex had talked to me prior we could have worked it out	104	162
204155A0	1	if you	8	13
204157A0	0	if she had never been born	142	167
204157A1	0	he was implying it would have been better if she had never been born	100	167
204157A2	0	If he sanctioned terminating pregnancies for cleft lip or cleft palate	0	69
204159A0	1	if a vena cava filter had been placed during her stay	113	165
204160A0	1	the big managers would have had a go at slashing fees, or at least realigning them in the interests of their investors	167	284
204161A0	0	they weren't	158	169
204161A1	0	that was cool	175	187
204161A2	0	our study shows they weren't, so that was cool	142	187
204162A0	1	wish somebody impartial	3	25
204163A0	0	with big tech	65	77
204163A1	0	they had more chances to decide how they want their data to be used	93	159
204163A2	0	if they gave users an opportunity to pay them not to collect or sell some personal information	212	305
204164A0	1	had life not been torn to rags	197	226
204165A0	0	if they went into bankruptcy	95	122
204165A1	0	with respect to staff reductions and capacity	49	93
204166A0	0	that we should have never allowed	20	52
204166A1	0	Were going to start making good deals	103	139
204166A2	0	that we should have never allowed...whether its START, whether its the Iran deal...Were going to start making good deals	20	139
204166A3	0	things that we should have never allowed...whether its START, whether its the Iran deal...Were going to start making good deals	13	139
204166A4	0	gave them things that we should have never allowed...whether its START, whether its the Iran deal...Were going to start making good deals	3	139
204167A0	0	with colleagues	80	94
204167A1	0	had to miss out on that chance to talk with colleagues.	41	95
204168A0	1	If that trial had been a pill	1	29
204169A0	0	were surveyed	30	42
204169A1	0	If there were many who were asked	82	114
204170A0	1	if I	5	8
204171A0	1	If there were a headphone connection	0	35
204172A0	0	had already been plenty of dress rehearsals for an updated Dolchstosslegende	6	81
204172A1	0	if it hadn't been for those cowardly Dems could be recycled, expanded, and used as part of the umbrage to drive the next war	141	265
204173A0	1	If not for the vast and lavishly subsidised conspiracy that has enabled ideologues of social democracy to dominate America's premier opinion-shaping institutions, America	0	169
204174A0	0	with Kim	150	157
204174A1	0	had a Democrat done the same thing	210	243
204175A0	1	if Trump's week had happened under Barack Obama	85	131
204176A0	1	wish he had learned that lesson four years ago	12	57
204177A0	1	If they just had the opportunity to rip the reins away from the liberals (and all the actors who had not provided comic relief to a chimp)	0	137
204178A0	0	In other words	0	13
204178A1	0	if it hadn't faced a run on the bank in March	67	111
204178A2	0	even if it hadn't faced a run on the bank in March	62	111
204179A0	1	if he had one	85	97
204180A0	0	wish they had made	35	52
204180A1	0	many rivals now wish they had made	19	52
204180A2	0	a decision many rivals now wish they had made	8	52
204180A3	0	is a decision many rivals now wish they had made	5	52
204181A0	1	Had they been	0	12
204182A0	0	if outlandish bonuses were met with vocal public scorn	54	107
204182A1	0	if the brazen pursuit of financial wealth were looked down upon	113	175
204182A2	0	if regulatory weakness in the face of Wall Street pressure were greeted with hooting derision	181	273
204183A0	0	if you had it	72	84
204183A1	0	with a potassium level	43	64
204184A0	1	If he had	0	8
204185A0	1	if Medicare had matched beneficiaries to drug plans using intelligent reassignment, rather than random chance, the government	106	232
204186A0	1	if he had lived	98	112
204187A0	1	If they had not issued bonds and accumulated liquidity	1	54
204188A0	1	if it weren't for this charge	28	56
204189A0	0	was a corporation	44	60
204189A1	0	points to actions by the Supreme Court preceding Citizens United	105	168
204190A0	1	if they are in situation where only liquid net reserves exist and can be considered	48	130
204191A0	1	if not for them getting shot down	127	159
204192A0	1	If New York state was cut off from the other states of America by trade or capital movement barriers and Washington had no barriers	1	131
204193A0	0	without Mr. Trump's victory	60	86
204193A1	0	if most of them would gladly exchange it for a Hillary Clinton presidency	94	166
204193A2	0	even if most of them would gladly exchange it for a Hillary Clinton presidency	89	166
204194A0	0	amazing longevity	65	81
204194A1	0	people were telling me to retire at 35	92	129
204195A0	1	if it had had time	59	76
204196A0	0	if they did not comply	5	26
204196A1	0	Even if they did not comply	0	26
204197A0	0	with hundreds of others	276	298
204197A1	0	If the personnel budget were to be cut by 38%	0	44
204198A0	1	If that hadn't been the case	0	27
204199A0	1	if it hadn't performed a radical stock split first	100	149
204200A0	1	If this person had all the correct information	53	98
204201A0	0	If I were cooking	1	17
204201A1	0	my arm was burning	51	68
204202A0	0	with smart phones	22	38
204202A1	0	if my parents had taken them away	104	136
204202A2	0	with the internet and computers and TVs	59	97
204203A0	1	if everyone trading in it became sharks that hunted for newbie's blood	78	147
204204A0	1	If I stepped out of my crime-fighting bubble and was once again just another young black guy, I	1	95
204205A0	1	if I thought I understood everything	6	41
204206A0	1	with no downsides	296	312
204207A0	1	if he were not living in exile and subject to an arrest warrant	141	203
204208A0	1	Had the president implemented Medicare for all (single payer) by getting rid of insurance companies that continue to skim up to 20 percent of premiums for false overhead and profits	0	180
204209A0	0	iPads were a little bit lighter	166	196
204209A1	0	you would have had higher iPad results	252	289
204210A0	0	with one of his earliest political supporters	446	490
204210A1	0	had he known Mr. Sessions would recuse himself from overseeing the Russia investigation that has dogged his presidency	244	361
204211A0	1	Had it been published	0	20
204212A0	0	much of the funding was not expected to be spent anyway	81	135
204212A1	0	had limited practical effect, as much of the funding was not expected to be spent anyway	48	135
204213A0	0	With only 11 men analysed	0	24
204213A1	0	if a larger sample had been studied	96	130
204214A0	1	unfortunately that does not seem to be the case	257	303
204215A0	0	if you think that was unproductive	4	37
204215A1	0	if we were all suddenly transported into a parallel world that was an MMT world	131	209
204216A0	1	if it had known the Air Force wanted a bigger tanker	69	120
204217A0	1	If I were a German utility, expected to deliver highly reliable electricity at a price below its real cost	0	105
204218A0	1	Had they done so on Tuesday after the share price rally	0	54
204219A0	1	if woman had no existence save in the fiction written by men	7	66
204221A0	1	If great press releases were the hallmark of great companies	0	59
204222A0	0	the world was in the grip of significant deflationary forces	67	126
204222A1	0	the price of oil and other commodities had dropped precipitously	133	196
204222A2	0	There should have been a meaningful default cycle early last year	0	64
204223A0	1	if he was really so intellectually impaired	102	144
204224A0	1	if they'd wanted to	162	180
204225A0	0	the candidate was only a teenager	119	151
204225A1	0	Had Glenn not told such a complicated story	0	42
204227A0	1	If you had asked me a year ago that yields would get this low	0	60
204228A0	1	Mr Trump	0	7
204229A0	0	If we had said nothing	1	22
204229A1	0	was also the hospital's risk manager	86	121
204230A0	1	with high-quality organisations	67	97
204231A0	1	If this were the case	0	20
204232A0	1	If someone had described such a device when we were kids	0	55
204233A0	1	would not be sent to prison	186	212
204234A0	1	If the time traveler would have done his job and saved humanity from Trump, and this deal went through under a President Hillary	108	235
204235A0	1	if BHS had stayed afloat	168	191
204236A0	0	if he had not been killed	247	271
204236A1	0	was donated to New York City's Central Park in memory of John Lennon	89	156
204237A0	0	with painful resonance	126	147
204237A1	0	if a supporter invited her to a public hanging	42	88
204237A2	0	with a history of racist violence, including lynchings	160	213
204238A0	1	were it not, they claim, for the unfortunate difficulty of administering MAT in rural settings	93	186
204241A0	0	without whose amazing efforts, the progress and accomplishments we have achieved to date	146	233
204241A1	0	without the support of the entire Lantronix organization, without whose amazing efforts, the progress and accomplishments we have achieved to date	88	233
204242A0	1	if United had stabilized its unit revenue trend	100	146
204243A0	0	we had their talent-and even more so their luck -	38	85
204243A1	0	if we had their talent-and even more so their luck-we	35	87
204244A0	0	it hadn't happened	104	121
204244A1	0	if he just forgot about it and never spoke of it	17	64
204245A0	1	with that.	170	179
204246A0	0	if we had the objective studies	6	36
204246A1	0	Even if we had the objective studies	1	36
204246A2	0	if the person will actually be able to perform	56	101
204247A0	1	if Tahlequah were a dog, chimpanzee, gorilla, elephant, or another mammal with whom people are more familiar and for whom there are numerous stories about their displaying mourning and grief	17	206
204248A0	0	they were really fighting	101	125
204248A1	0	had a position from which to act	162	193
204248A2	0	had I been aware that they were really fighting, not playing anymore	79	146
204249A0	1	If they really felt that way	1	28
204250A0	1	If May had gotten a deal through parliament then she	0	51
204251A0	1	if we were king of the world	47	74
204252A0	1	if you or I had our genitalia removed	25	61
204253A0	1	if you did what the other party wanted to do	72	115
204254A0	0	with Mr Abbas	68	80
204254A1	0	if he wanted to	5	19
204254A2	0	Even if he wanted to	0	19
204255A0	1	If the administration had put its face on the disaster to early the press and a large part of America	0	100
204256A0	1	Had the report's recommendations been heeded	0	43
204257A0	0	she had originally hoped to serve the remainder of her term	36	94
204257A1	0	that this time has proven to be one of significant challenge for my family.	136	211
204258A0	1	Without Dr. Rasmussen's work	0	27
204259A0	0	with what Keats called negative capability	30	72
204259A1	0	without any irritable reaching after fact and reason	134	185
204259A2	0	with the observation that Mr Paul is, from a standard liberal's perspective, both better and worse than your typical ideological conservative	228	368
204259A3	0	Were Mr Bruni better supplied with what Keats called negative capability-the ability to abide in uncertainties, mysteries, doubts, without any irritable reaching after fact and reason -	0	187
204260A0	1	If the execution had gone ahead	0	30
204261A0	1	If only I were prettier / richer / younger / whatever this wouldn't have happened, because that is just not true	38	144
204262A0	1	If you'd reported 10 kg	0	22
204263A0	0	had the cases not been dismissed	67	98
204263A1	0	with potential sentences of up to 60 years in prison	190	241
204264A0	1	If IBM had recognized that the true profit potential lay in software, not computers, Microsoft	15	108
204266A0	0	if one had unlimited resources of money, power, and time, devious plans could be designed	38	126
204266A1	0	There really were many secret experimental programs like MK-Ultra that used hypnosis and drugs to push mind-control to its limits	129	259
204267A0	0	if the PCAOB had that authority earlier	5	43
204267A1	0	Even if the PCAOB had that authority earlier	0	43
204268A0	0	if these dollars were made available at a much earlier date	64	122
204268A1	0	But, he said, it would have been much more helpful to agencies if these dollars were made available at a much earlier date.	0	123
204269A0	1	If I were a gambling person	23	49
204270A0	1	If all these individuals had rushed to Omaha instead	0	51
204271A0	0	If in 1995 you told me that in 2013, we	0	38
204271A1	0	African American president with a middle name 'Hussein,'who was just reelected to a second term in a sluggish economy	47	164
204272A0	0	should not extend deadlines to count ballots	125	168
204272A1	0	without lying about what Democrats are doing	172	215
204272A2	0	the state should not extend deadlines to count ballots	115	168
204272A3	0	that the state should not extend deadlines to count ballots	110	168
204272A4	0	his argument that the state should not extend deadlines to count ballots-without lying about what Democrats are doing	97	215
204272A5	0	like his argument that the state should not extend deadlines to count ballots-without lying about what Democrats are doing	92	215
204272A6	0	for the interpretation of election law most favorable to Republicans-like his argument that the state should not extend deadlines to count ballots-without lying about what Democrats are doing	21	215
204272A7	0	pushed for the interpretation of election law most favorable to Republicans-like his argument that the state should not extend deadlines to count ballots-without lying about what Democrats are doing	14	215
