203997C0	1	might have stumbled into a conflict of interest	89	135
203999C0	1	would actually send a message to government that	52	99
204000C0	1	it would have been a disaster for the company	201	245
204001C0	0	it would have been close	107	130
204001C1	0	they may even have been favored	136	166
204001C2	0	Republicans would have won it in 2012	59	95
204002C0	1	would have enough to cover her out-of-pocket expenses for a three-month supply under her private Medicare Advantage plan	101	220
204003C0	1	may have had	77	88
204004C0	0	might have less purchase	214	237
204004C1	0	might have less purchase.	214	238
204005C0	1	'd be going nuts right now	95	120
204006C0	1	would have never gotten through life	126	161
204007C0	1	would have emerged	37	54
204008C0	0	would have been surprised	291	315
204008C1	0	would be very close, with Obama holding an Electoral College edge	198	262
204009C0	1	would have had Â£1,070 by 2013	65	94
204010C0	1	would have been required to answer key questions about why	101	158
204011C0	1	might have said the staple Is O'Reilly Automotive and the discretionary stock is Monster Beverage Corporation	142	250
204012C0	1	would have received when he got ZMapp,	79	116
204013C0	1	would have been wiser	15	35
204015C0	1	wouldn't only have been people who worked directly in GM and Chrysler plants who lost their jobs	87	182
204016C0	1	would have been ready as the DNA technology of Vical allowed it to rapidly test, develop, and produce large quantities of a vaccine	54	184
204017C0	1	would not have hit the ground running	176	212
204018C0	1	the financial crisis would not have snowballed the way it did	29	89
204019C0	1	would have given these women chemotherapy,	15	56
204020C0	0	discussions of his art would have led students into many different fields of inquiry	116	199
204020C1	0	would have led students into many different fields of inquiry with little to no effort	139	224
204021C0	0	the closeness to her father and her siblings would have deepened	192	255
204021C1	0	may have lived a longer time in my mother's life through family conversation and storytelling	97	189
204022C0	1	would not have been obligated to investigate the girl's complaint at all as	65	139
204024C0	1	would have driven AIG into bankruptcy--	30	69
204025C0	1	would have been better served	41	69
204026C0	0	I would do it again	159	177
204026C1	0	wouldn't have experienced his narcissistic rage	36	82
204027C0	1	could have taken over	70	90
204028C0	1	'd be kicking yourself	85	106
204029C0	1	'd have an even smaller social security fund for aging Boomers to draw from	17	91
204030C0	1	would have made an extra 16 per cent on average and rather more	92	154
204031C0	1	would have been all over but	43	70
204032C0	0	It could have happened in March	1	31
204032C1	0	it could have happened in December	34	67
204033C0	1	he would not have appointed him attorney general	124	171
204034C0	1	would have condemned Ms. Tymoshenko's treatment by Mr. Yanukovych's government	68	145
204035C0	1	would look like Naughton'-and ambitious, hoping to take over Russell Baker's humor column in The Times and displaying a knack 'for seeming to hold a casual conversation while really sucking out information like a bilge pump.'	249	475
204036C0	1	could have avoided $3.9bn in fees	33	65
204037C0	1	people would read or listen to my words on the Border Wall	8	65
204039C0	1	would not be risking a fracture in the alliance between activists who actually want to see meaningful action on climate change and the rest of the Democratic Party	183	345
204040C0	0	would have brought little practical impact, because most electric utilities have already put it into effect	97	203
204040C1	0	would have brought little practical impact, because most electric utilities have already put it into effect.	97	204
204041C0	1	would have been decided in what is typically the highest-turnout environment:a November general election in even-numbered years	122	249
204042C0	1	could have beat him	176	194
204043C0	1	would not have been wiped out, given that they rank above equity	65	128
204044C0	1	wouldn't have shed 0.8% Monday	114	143
204045C0	1	wouldn't have heard of it either	95	126
204046C0	0	he'd ever had a chance	70	91
204046C1	0	wouldn't have done it,	44	65
204047C0	1	It would be one thing	1	21
204048C0	0	would have guessed	198	215
204048C1	0	I would have guessed	196	215
204048C2	0	would have guessed..	198	218
204049C0	0	Barack Hussein Obama would be one of the names that the consultants and commentary would have proposed	168	269
204049C1	0	we were sitting here in May of 2007 debating how we could have an electable democratic nominee who would even put a place like Indiana on the map	8	152
204051C0	1	would now be worth slightly more:Â£3,296.60	71	114
204052C0	1	would not be possible to say that the TV watching could have directly affected these outcomes	109	201
204053C0	1	would have won the GOP nomination	94	126
204054C0	1	would not be here	230	246
204055C0	1	would have reported earnings per share of $0.44	33	79
204056C0	1	would have been laid off because hurt the business	75	124
204057C0	1	would have been even more interesting	3	39
204058C0	1	I could have protected myself	22	50
204059C0	0	we'd voted to stay	86	103
204059C1	0	would have been a happier, less stressed fund manager	29	81
204060C0	1	would have blocked Cadiz, Inc.'s (NASDAQ:CDZI) Cadiz Water Project, designed to conserve groundwater in the state	105	217
204061C0	1	which would be merely amusing and/or annoying	162	206
204062C0	1	would have forced Mr. Ryan to bring two bipartisan bills to the floor	75	143
204063C0	0	this mess would not have occurred	337	369
204063C1	0	may have a material adverse effect on the amount of tax payable by the Group, its financial position or its reported results	207	330
204063C2	0	could happen as soon as next week, either on the basis of current law or the current practice of any tax authority, or by reason of a change in the law or practice	32	194
204064C0	0	I would find between my weekly visits to them that things changed that	0	69
204064C1	0	could have intervened socially or gotten clinical interventions to prevent larger problems	109	198
204064C2	0	could have intervened socially or gotten clinical interventions to prevent larger problems.	109	199
204065C0	0	would bring about world peace	297	325
204065C1	0	would bring about world peace.	297	326
204066C0	1	would have cited them in your op-ed going after FTND	28	79
204067C0	1	could have provided important safety information to boost the FDA's voluntary reporting system for adverse reactions from drugs presuming	73	209
204068C0	1	might have never resurfaced to protect another Republican president accused of serious wrongdoing	164	260
204069C0	0	might now sell for 40-50 cents	242	271
204069C1	0	would have sold for 60-70 cents on the dollar at the end of last year	172	240
204070C0	1	might have realized just how stupid	8	42
204071C0	1	I'd be out the door	117	135
204072C0	0	would most likely be viewed as an illegal campaign expenditure	238	299
204072C1	0	would have harmed Mr. Trump's election prospects-rather than to keep it from his family for personal reasons	108	217
204073C0	1	would have required your office to investigate fatal shootings involving police officers	87	174
204074C0	1	would have been better able to defend themselves	148	195
204075C0	1	might be less alarming	83	104
204076C0	0	the Tea Party would have rebelled and evicted him	86	134
204076C1	0	at least he would have had a substantial accomplishment to his credit	140	208
204077C0	1	the president might have said	25	53
204078C0	1	would have likely prevailed	68	94
204079C0	1	Black Friday sales would have been up a little less than 1 percent from a year earlier	65	151
204081C0	0	I would have grown up in Phoenix	13	44
204081C1	0	would have just become this white trash punk rocker	48	98
204082C0	1	could argue that the reduction would make more sense	5	56
204083C0	1	would have been extremely difficult,	30	65
204084C0	1	ought to have been easy to get the evidence while	58	106
204085C0	0	my tweet would have stopped going viral	70	108
204085C1	0	He could have deleted it and everyone would have forgotten about it	1	67
204086C0	1	would have been up by 2.5%	117	142
204087C0	1	would have been symptoms:bloating or bleeding	50	95
204088C0	1	would see bonds sell off	75	98
204089C0	1	we might have divorced several years ago	45	84
204090C0	1	wouldn't be able to spend as much time	50	87
204091C0	0	might have leaked	70	86
204091C1	0	he'd briefed his caucus on the tactic days ahead of the vote	3	62
204092C0	1	would not be hopeful	48	67
204094C0	1	could have let the president, President Bush � �	156	201
204095C0	1	would have gone to the bar for a beer and conversation like your father suggested you could have found a purpose and meaning as many that go to bars are looking for someone to talk to and to listen to them.	7	212
204096C0	1	could be less stressed about whether or not they would actually conceive than they may have been	34	129
204097C0	1	would have romped to victory in this weeks general election	94	152
204098C0	1	could have activated the woman's parasympathetic nervous system	131	193
204099C0	0	Mr. Stone would have appeared	46	74
204099C1	0	A telephone call would have done the job	0	39
204100C0	0	he'd won	184	191
204100C1	0	wouldn't have gulped really hard over	143	179
204101C0	0	couldn't vote for it	17	36
204101C1	0	might have done just that	171	195
204101C2	0	he could have cast half a vote for policy and half a vote against the funding	89	165
204102C0	0	couldn't have gone on as	20	43
204102C1	0	could have evolved and changed	60	89
204102C2	0	they'd all been willing to put the work in	94	135
204103C0	1	would not have been an issue	177	204
204104C0	1	would have been quite impossible before the low-cost revolution	93	155
204105C0	1	would not exist in the form it does today	140	180
204106C0	1	would have been 33.7%	93	113
204107C0	1	would have made as little as $12	109	140
204108C0	1	the city would have been forced to pay a higher interest rate on the wastewater bonds in 2006	100	192
204109C0	1	would have fragmented from January	107	140
204110C0	1	would have told him to get more help, professional help	35	89
204111C0	0	could have	4	13
204111C1	0	since then we would have had a better chance of dealing	57	111
204111C2	0	could have wished to see more progress than we have, since then we would have had a better chance of dealing with the situation	4	130
204112C0	0	she would have voted for me	133	159
204112C1	0	Laura, a former librarian, might not share his politics:'Frankly	31	95
204114C0	1	would have been hammered	122	145
204115C0	1	their ideas and positions would have triumphed	61	106
204116C0	1	I could invest based on clinical impact alone	39	83
204117C0	1	would have risen, therefore, to around four times combined prospective ebitda	46	122
204118C0	1	would have hundreds of billions of dollars more a year in public revenue, according to a new report from two left-leaning policy groups	90	224
204119C0	1	would allow electric vehicles unlimited driving distances	70	126
204120C0	1	you probably never would have taken up	104	141
204121C0	1	would have considered it cruel	29	58
204122C0	1	would quickly have tightened EU visa law further	47	94
204124C0	1	might have meant something,	9	35
204125C0	1	would have been a strong speech that communicated in clear terms the contrast he needs voters to keep in mind	79	187
204127C0	1	would have been dancing in the halls because it was about as good a quarter as I could have expected	98	197
204128C0	0	wouldn't have challenged what Kerry did in Vietnam	76	125
204128C1	0	'd have merely complained about how his campaign talked about it	132	195
204129C0	1	the foetus could have been saved if the mother had gone to hospital when she first felt its movements change	50	157
204130C0	1	the authors could have used a lower threshold than five drinks at a time to define heavy drinking	28	124
204131C0	1	would have been more spot-on	233	260
204132C0	1	would've been married already by now,	47	83
204133C0	0	might respond	121	133
204133C1	0	these ads straight out of Israel's anguished i d were so infuriating	50	116
204134C0	1	would have been closer	61	82
204135C0	1	would have known how the individual justices voted	230	279
204136C0	0	the country would have been better off	261	298
204136C1	0	would have authorized a 'surgical' strike to take out Muammar Qadhafi	159	227
204138C0	0	would be like	83	95
204138C1	0	life would be like	78	95
204139C0	1	wouldn't be seeing this at all	85	114
204140C0	1	would have admitted that stopping additional bond purchases	66	124
204141C0	1	might have no insurer selling marketplace policies for 2017	37	95
204142C0	0	wouldn't sell well in a primary	78	108
204142C1	0	That might have made him attractive in a general election	0	56
204143C0	1	would have undoubtedly been disruptive to InterMune	99	149
204144C0	1	would already have a vaccine for Ebola, as NIH Director Francis S.	94	159
204145C0	0	'd have said No	61	75
204145C1	0	you'd have asked me if I thought that was even possible	3	57
204146C0	1	would have accumulated about $65,000	155	190
204147C0	0	there would be no difference	134	161
204147C1	0	wouldn't be thousands of young girls who might ever consider what they themselves might be capable of	174	274
204148C0	1	could have ranked Stein first, Clinton second, and Johnson third (for example)	38	115
204149C0	1	would have been a lot cheaper	41	69
204150C0	1	could have restrained him long enough to pump 20 cc of Valium into him, and then another 20	65	155
204151C0	1	he would have sacked the CEO over the gaffes	71	114
204152C0	0	I'd found him	40	52
204152C1	0	would have done	21	35
204153C0	0	it would have been LESS LIKELY	89	118
204153C1	0	would have been LESS LIKELY had the spouse not behaved that way	92	154
204154C0	1	it would make her right	246	268
204155C0	0	might not have that problem	104	130
204155C1	0	would take the time that you're fantasizing about other women to think of your wife	15	97
204156C0	0	would have been under a perfectly free market	71	115
204156C1	0	they would have been under a perfectly free market	66	115
204157C0	1	might feel that	84	98
204158C0	1	may be offset by the Fed adopting an easier path for short term interest rates than it otherwise would have chosen	46	159
204159C0	1	could have arisen	95	111
204160C0	1	would have thought that	143	165
204161C0	1	Such movements could have destroyed blood cells or prompted blood to coagulate and I thought all kinds of blood tests might be affected	1	135
204162C0	1	would write something to say how they think he did in that interview because, just to me, I don't think he helped himself	27	147
204163C0	0	the companies could gain a new revenue stream	166	210
204163C1	0	consumers might feel better about their relationship	12	63
204164C0	1	would have never presented themselves	159	195
204165C0	1	There could have been much more severe outcomes	1	47
204167C0	1	could have led to forecasting improvements	115	156
204168C0	1	would have become a billion-dollar drug and the gold standard in care	44	112
204169C0	1	I would have at least heard about it	129	164
204170C0	1	'd bought Pfizer (NYSE: PFE)? Hardly took a genius to buy ole Pfizer in 1987, right? 	9	93
204171C0	1	might have shown up as an increase in hearing loss among people in their 20s, because the issue of people wearing headphones for extended periods of time has been around for more than decade	41	230
204172C0	1	would have won, too,	120	139
204173C0	1	would now enjoy the abundant blessings of thoroughly free and competitive markets in insurance and health services	171	284
204174C0	1	they would have been screaming treason	171	208
204175C0	1	would have responded	64	83
204176C0	1	may well	3	10
204177C0	1	could Set Things Right(tm)	145	170
204178C0	1	could have had trouble surviving	29	60
204179C0	1	could have asked for data from Kelley's iCloud online storage account	15	83
204181C0	1	would have been in a far better position to face the Ebola crisis	37	101
204182C0	1	the world would be a worse place	21	52
204183C0	1	would be lethal	90	104
204184C0	1	would know that there are good leaders and bad in every kind of organization	13	88
204185C0	1	would have saved $5 billion in 2009	234	268
204186C0	1	would have supported her in the presidential primaries	43	96
204187C0	1	we would have seen more pressure	64	95
204188C0	1	would have beat the bottom-line consensus estimate, so it's not insignificant.	73	150
204189C0	0	would not be possible	229	249
204189C1	0	instant disclosure would not be possible	210	249
204191C0	1	would have forced producers of deli meats, hot dogs, and similar products to test packages before shipping to markets	162	278
204192C0	0	no one would be in New York	134	160
204192C1	0	Voters would probably not vote to leave the EU	231	276
204192C2	0	would all have buzzed down to Washington in 10 seconds flat.	169	228
204193C0	1	would not have arrived	37	58
204194C0	1	would working for 17 years be considered	23	62
204195C0	1	would have gone there	37	57
204198C0	1	would have been on the hook for the crutches because her own insurance plan didn't cover any durable medical equipment that could be purchased over the counter	34	192
204199C0	1	would not be a member of the Dow Jones Industrial Average (DJINDICES:^DJI) today	19	98
204200C0	0	would become clear	112	129
204200C1	0	this person would come around	136	164
204201C0	1	would do anything to stop that pain, anything.	73	118
204202C0	1	would have gone CRAZY from boredom	140	173
204203C0	1	may have risen	63	76
204204C0	0	I'd be demanding it	151	169
204204C1	0	would not only embrace a comprehensive investigation	97	148
204205C0	1	'd have stopped reading..., not the case, as you see	45	96
204206C0	0	would have negative effects on the economy	139	180
204206C1	0	would eliminate climate change and grow the economy	244	294
204207C0	1	Mr Thaksin might still win an election in Thailand today	84	139
204208C0	1	could demagogue and attempt to change it to a more inefficient system	188	256
204209C0	0	you would have had higher iPad results	252	289
204209C1	0	you would have thought given what Macs did	203	244
204210C0	0	he never would have appointed Attorney General Jeff Sessions	183	242
204210C1	0	Wouldn't Have Hired Sessions, by NYT's Peter Baker, Mike Schmidt and Maggie Haberman	56	140
204211C0	1	it would have violated a Nov.	39	67
204212C0	1	would have	37	46
204213C0	1	the results could have been completely different	47	94
204214C0	1	would have hoped Secretary DeVos would have learned by now that her extreme ideas to privatize our nation's public schools and dismantle the Department of Education do not have support among parents or in Congress	38	250
204215C0	1	Wall Street and corporate America would spend on lobbying next week	63	129
204216C0	1	the company would have bid its 777 airliner	25	67
204217C0	1	would be desperate too	110	131
204218C0	0	would have been much higher, around $1.5 million	66	113
204218C1	0	would have been much higher, around $1.5 million.	66	114
204219C0	1	would imagine her a person of the utmost importance; very various; heroic and mean; splendid and sordid; beautiful and hideous in the extreme; as great as a man, some would say greater	73	256
204220C0	0	I did consider that for a while and at some point would have probably gone back to it	1	85
204220C1	0	might have to sign a non-disclosure agreement that could make it harder to grow his company	121	211
204220C2	0	might have to sign a non-disclosure agreement that could make it harder to grow his company.	121	212
204221C0	0	PR-happy Motley Fool Hidden Gems pick HouseValues (NASDAQ:SOLD) would be among the best-performing stocks (rather than having been halved)	149	286
204221C1	0	would have performed horribly, while PR-happy Motley Fool Hidden Gems pick HouseValues (NASDAQ:SOLD) would be among the best-performing stocks (rather than having been halved)	112	286
204223C0	1	might well argue, Justice Scalia said, that Mr Hall could not have pulled all of this off	10	99
204224C0	0	they'd wanted to	165	180
204224C1	0	could have redeployed those funds for the 15th	115	160
204224C2	0	to spend some or all of that money in the nearby 16th District	40	101
204225C0	1	would have been interested in an incident from the distant past, when	49	117
204226C0	1	would have been much higher were it not for the work of organisations such as the Mentor Initiative, which provides disease control, and the Syria Relief Network, a group of humanitarian organisations working inside Syria and neighbouring countries	20	267
204227C0	0	yields would get this low	36	60
204227C1	0	would say that you are crazy	64	91
204229C0	1	would have known a thing	42	65
204230C0	0	I could have done	48	64
204230C1	0	could have done, with high-quality organisations	50	97
204232C0	1	would think, This is a dream come true	61	99
204233C0	1	would have been sentenced by a special tribunal to up to eight years of restricted liberty but	89	184
204234C0	0	this would be the scandal of the year	253	289
204234C1	0	the time traveler would have done his job and saved humanity from Trump	111	181
204235C0	1	they would have been entitled to	135	166
204236C0	1	may imagine the musical contributions that John Lennon would have made	174	245
204237C0	1	'd be on the front row, a remark	92	124
204238C0	1	MAT would end our drug crisis	63	91
204239C0	0	would have ended up on a psych hold after the police came	98	154
204239C1	0	would have ended up on a psych hold after the police came.	98	155
204240C0	1	ought to have taken steps to increase lending to non-investment grade companies a lot earlier	4	96
204241C0	1	would not have been possible	59	86
204242C0	1	would have risen a lot further	69	98
204243C0	1	would be a success, too	89	111
204244C0	1	could make it be in his mind that	70	102
204245C0	1	would have been a reality principle, and at least some voice of restraint, forcing foreign leaders to say, The Americans will never let us get away	21	168
204247C0	1	wouldn't have been such media hype	215	248
204248C0	0	would have	151	160
204248C1	0	would have had a position from which to act, and could possibly have saved the situation.	151	239
204249C0	0	we could have put their minds to rest	111	147
204249C1	0	could have come to us and expressed their curiosities or concerns	41	105
204250C0	0	May had gotten a deal through parliament	3	42
204250C1	0	wouldn't have to use the option open to her, that being a general election that is not scheduled	53	148
204251C0	1	would have tweaked TPP a little bit	80	114
204252C0	1	would have trouble adjusting to that loss	67	107
204253C0	1	would rise	61	70
204254C0	1	would find it hard to cut a deal	35	66
204255C0	1	would likely have made Obama the scapegoat	102	143
204256C0	1	might have been greatly diminished, sparing thousands of homes from flood waters	103	182
204257C0	1	would have ended in January	103	129
204258C0	0	their families would have gone uncompensated	106	149
204258C1	0	, the quality of life for thousands of miners would have been destroyed	28	99
204259C0	1	might have been able to rest content	191	226
204260C0	1	could have lost access to the drug because 90 percent of the U.S.	46	110
204261C0	1	wouldn't have happened	91	112
204262C0	0	you'd reported 10 kg	3	22
204262C1	0	'd have been delighted by the speed of your progress	25	76
204263C0	1	would have faced a judge in October over eight charges, including conspiracy to riot,	104	188
204264C0	1	might not exist today	110	130
204265C0	1	could not have guessed that barely a decade later they would be obliged to accept thousands of asylum-seekers	131	239
204267C0	1	it would have made a difference	67	97
204268C0	1	it would have been much more helpful to agencies	15	62
204269C0	0	'd have to bet on a TPG-US Airways deal over a Delta deal	53	109
204269C1	0	some assets such as American Airlines' Latin American routes could be attractive to Delta	150	238
204270C0	1	the crowd would have been very similar to the small subset of the population that auditions for both American Idol and The Apprentice	64	196
204271C0	0	'd have	39	45
204271C1	0	I would have said,'Oh	167	188
204272C0	1	could have	3	12
204273C0	1	would have created a Greek wireless duopoly between the current No	23	88
204274C0	1	would have looked at it further	35	65
204275C0	1	our country's security and overall health would have been in the past seven decades	164	246
204276C0	1	could have been better	71	92
204277C0	0	A care home for the old would have had to close	0	46
204277C1	0	families would have had to move for lack of paediatric care	49	107
204278C0	1	'd still have a dead heat today, the indictments a minor political annoyance	57	132
204279C0	1	would only have been legitimate	16	46
204280C0	0	could conceivably run a write-in campaign	171	211
204280C1	0	wouldn't have cast them any differently even	64	107
204280C2	0	I'd known at the time it would cost me my career	112	159
204281C0	0	would have led to insolvency, regardless of funding and liquidity problems, had HBOS not been bailed out by both Lloyds and the taxpayer	127	262
204281C1	0	would have led to insolvency, regardless of funding and liquidity problems, had HBOS not been bailed out by both Lloyds and the taxpayer. The takeover by Lloyds was completed in early 2009	127	315
204282C0	1	would have emerged	96	113
204283C0	1	Meanwhile, a 2015 outbreak of hepatitis A at a popular resort in Mexico could have been avoided	0	94
204284C0	0	Joe Biden would enter	231	251
204284C1	0	would have been chased from the race	190	225
204285C0	1	'd have saved myself countless hours of research that, while interesting, came to naught	48	135
204286C0	1	would have bought shares of U.S.	21	52
204287C0	1	I would say	78	88
204288C0	1	'd like to be back there where I grew up	23	62
204289C0	1	would very likely be sitting in Trump Tower, abusing some PA on The Apprentice	93	170
204290C0	0	might have been less pessimistic	182	213
204290C1	0	national education could play in remedying the race problem in the South	66	137
204291C0	1	would have been better off placing the fate of SCMs in the hands of the blocs legislative arm, which writes other rules on money-market funds, rather than leaving national regulators to squabble over it	7	208
204292C0	1	She might have been comforted by asking her family to gather around	1	67
204293C0	1	they would still be a Christian if they had been born in say India	54	119
204296C0	1	might not have recovered	78	101
204297C0	1	would have forbade Alabama from enforcing HB56 in toto)	201	255
204299C0	0	he might succeed in life	106	129
204299C1	0	would say to him, pick out a good father and mother, and begin life in Ohio.	134	209
204300C0	1	might logically have sought an agreement	22	61
204301C0	1	wouldn't have millions of voters in its corner	148	193
204302C0	1	could have generated five times the benefit	99	141
204303C0	1	would have seen that there is a total of 1 post, Misdiagnosed-Metastasized to Lung dated April 3, 2008	13	116
204304C0	1	he could construct at least 10 percent more homes this year	42	100
204305C0	1	would have ended sooner	63	85
204306C0	1	'd be buying one right now, because we've got some great values in there	69	140
204307C0	1	we still would not have worked out	210	243
204308C0	1	would be laying on the floor, catatonically depressed	30	82
204309C0	1	would have resulted in symptoms of a bowel perforation almost immediately following the procedure, and not a day later	114	231
204310C0	0	would have voiced their general support for Keystone XL, but still denounced the use of eminent domain to get it built	76	193
204310C1	0	at least a few conservative or pro-lands rights groups would have voiced their general support for Keystone XL, but still denounced the use of eminent domain to get it built	21	193
204311C0	1	would have been remarkable	108	133
204312C0	1	would have said so	117	134
204314C0	1	wouldn't have been ambulances that could've come to get us because of the weather	7	87
204315C0	1	could not count on the support of those same 40-odd right-wing wreckers-members of a faction related to the Tea Party, called the Freedom Caucus	127	270
204316C0	1	may never have benefited from the wise leadership of one of our greatest president 's	40	123
204317C0	1	would have made more than 3.5 times your investment	65	115
204319C0	1	would have occurred in the fall of 2009	70	108
204320C0	1	would have positive posted earnings per share of $0.01	178	231
204321C0	1	they would have asked instead of just speaking	47	92
204322C0	1	might've happened	50	66
204323C0	0	would have called you crazy	172	198
204323C1	0	heart transplants would become commonplace	52	93
204323C2	0	more than a million children would be conceived in test tubes	104	164
204324C0	1	would have happened	124	142
204325C0	1	would have realized that this work is clearly literary erotica-a genre that needs to be developed in this country	18	130
204326C0	0	might have triggered some liability	201	235
204326C1	0	might have triggered some liability.	201	236
204326C2	0	might have been in the clear on the actual knowledge standard	71	133
204327C0	1	would have paid Goldman	146	168
204328C0	1	would have done this	113	132
204330C0	0	would be immediately dismissed	44	73
204330C1	0	would be immediately dismissed.	44	74
204331C0	1	Clinton would not have been allowed to use the server in her home	26	90
204332C0	1	could have diminished,	76	97
204334C0	1	would have felt we needed to	103	130
204336C0	1	might be able to get it up	95	120
204337C0	1	would (CHUCKLE) be a very newsworthy item	96	136
204339C0	0	would have snagged a yield that surpassed that of the broader market	141	208
204339C1	0	'd been a shareholder of Merck (NYSE:MRK), Fannie Mae (NYSE:FNM), or Dow Chemical (NYSE:DOW) over the past 12 months	6	121
204340C0	1	may have been different)	160	183
204342C0	0	might be easier to for them to be arguing for further investment now	183	250
204342C1	0	might be easier to for them to be arguing for further investment now.	183	251
204343C0	1	would have helped them to transition and not expelled them instantly	59	126
204344C0	1	could have been a devastating blow for a foreign bank as it could effectively have cut off its direct access to the U.S.	102	221
204345C0	1	wouldn't have happened	102	123
204346C0	0	'd still be alive	11	27
204346C1	0	would have been longer	182	203
204347C0	1	they would have taken up conventional smoking	38	82
204348C0	1	may not have been a blowout	91	117
204349C0	1	would have been possible	69	92
204350C0	1	would stop or control their drinking once it started causing them trouble, just as they would stop or control their eating cake if their doctor told them they had diabetes	90	260
204351C0	1	could have some confidence in saying that for this group, the GI diet did not have the expected benefits	133	236
204352C0	1	you would be now	102	117
204353C0	1	would be a short-term strategy, in an increasingly non-white America,	3	71
204354C0	1	would have been paid to that private insurance company in the first place	84	156
204355C0	1	would have topped out at more than 30,000 points in late 2007	135	195
204356C0	0	would never have happened	213	237
204356C1	0	would never have happened.	213	238
204357C0	1	would have scuttled his nomination	213	246
204358C0	1	they would have done	130	149
204360C0	1	would not have let the guy go home	46	79
204361C0	1	might have been	158	172
204362C0	1	would have been my go-to treatment	71	104
204363C0	1	value-at-risk measures would not have risen from the fourth quarter	13	79
204364C0	1	it could have destroyed the Indian submarine but decided not to in the interest of peace	69	156
204365C0	1	wouldn't have been written any different	118	157
204366C0	1	would have dealt a damaging blow to the Federal Deposit Insurance Corporation, which holds a $50 billion purse in the event of bank failures	30	169
204367C0	1	could have been avoided	38	60
204368C0	0	Sell in May and go away	39	61
204368C1	0	would have done pretty well	69	95
204369C0	1	would have raised more than $17 million	20	58
204370C0	1	would have been denounced as an unethical fraud and exiled from the profession	90	167
204371C0	1	would be gone	30	42
204372C0	1	it would have fully reversed by now	72	106
204373C0	1	would have been 40% lower	104	128
204374C0	1	would have been death for any other politician	236	281
204375C0	0	would have had some software telling me, 'Hey, go get this checked out,'	6	77
204375C1	0	would have sped up my son's diagnosis and the tumors would have been just a little bit smaller when we got to them	84	197
204376C0	1	would have come in for training in the next week or so before starting to work in the actual agencies, according to sources	45	167
204377C0	1	could attract funds from Luxembourg, whose offshore assets are one quarter of Switzerland 's	50	140
204378C0	1	wouldn't have survived	130	151
204379C0	1	Turner would have gone unidentified and a rape completed	198	253
204380C0	0	it would have been	79	96
204380C1	0	would have been had the trend of the 1970s persisted	82	133
204382C0	1	would have come around	52	73
204383C0	1	today's report would create such huge waves	122	164
204384C0	1	would also have lessened	75	98
204385C0	1	you could have been here before	10	40
204386C0	1	would definitely expect to see it by now	39	78
204387C0	1	could have earned 28.8% a year	143	172
204388C0	1	would have come forward	342	364
204389C0	1	he would not have done what he did	8	41
204390C0	1	I'd tell him to do	40	57
204391C0	1	Morgan Stanley could have taken steps that would have reduced the price	79	149
204392C0	1	'd be talking about a totally different issue in terms of ¡ ­	73	132
204393C0	1	would have said we're a pacemaker company, a stent company, or a pump company	64	140
204394C0	1	would have done things differently, and just scammed all of you	34	96
204395C0	1	would have been eligible for statins	221	256
204396C0	1	Such a move would have been taken only	0	37
204397C0	1	would have known this	13	33
204398C0	0	his rival would have been a career politician	138	182
204398C1	0	would have been a career politician had he not lost to Ted Kennedy in a 1994 Senate race	148	235
204399C0	1	would have been more likely	29	55
204400C0	1	Could Talk by the same writer-director who did Moonlight	125	180
204401C0	1	might, for example, have been conciliatory towards a Muslim questioner rather than patronising her, or thought of something to say about African-Americans that didn't involve crime and poverty	33	224
204402C0	1	would have flown in a straight line,	14	49
204403C0	1	would have been taken!	36	57
204404C0	1	would work now	40	53
204405C0	1	would go some way towards easing relations between NATO and the EU	89	154
204407C0	1	would not have been his last case (and thus he would not have retired)	3	72
204408C0	1	would be asking how many more of these are there going to be	27	86
204409C0	1	could've managed to get her to come back	230	269
204410C0	0	may have fallen	63	77
204410C1	0	he'd been in charge	3	21
204411C0	1	'd ask Chrysler a few questions:A.	27	61
204413C0	0	couldn't plan because	19	39
204413C1	0	could become a self-fulfilling prophecy	83	121
204415C0	1	could have asked him at any time during their friendship	352	407
204416C0	1	might expose this secret passageway to the dead	41	87
204417C0	0	Irma would be just fine	115	137
204417C1	0	she and Daniel would live happily ever after	144	187
204418C0	1	would have wiped out the common shares and preferred and would have given his short position a big return	48	152
204419C0	1	would	276	280
204421C0	1	would want to boost Amy Klobuchar, whom everyone seems to like and whose showing in a purplish Upper Midwest state	40	153
204422C0	1	would've said, Fine	47	66
204423C0	1	might have held	51	65
204424C0	1	would have retained a slender margin over Mr. Gore	55	104
204426C0	1	she would have dutifully accepted the advice for an MRI	76	130
204427C0	0	would be stupid	162	176
204427C1	0	would say 'Hey, I'm not going to use a flashlight because it might replace human vision	69	155
204428C0	1	would have	69	78
204429C0	1	would be great	3	16
204430C0	1	would have made it easier for American firms to compete in the Asian nation	80	154
204431C0	1	the tragedy may have been prevented	54	88
204432C0	1	could have generated over Â£2bn in start-up funding	178	228
204433C0	1	would be in a better position heading into the general election	52	114
204434C0	1	would now have an economy that	84	113
204435C0	1	wouldn't have spent $1 million	29	58
204436C0	0	we would have loved to	78	99
204436C1	0	we could have had the event at his home	37	75
204437C0	1	would be no Justice Kennedy were it not for the dogged work of two men to make sure	59	141
204438C0	1	previously we would have had management on the road for two or three days	25	97
204439C0	1	would hardly back up its views against the MJIA	85	131
